id,name,slug,generation,cost,category,fling_power,effect,short_effect,sprite,sourceUrl
308,tm04,tm04,,50000,all-machines,None,Teaches Calm Mind to a compatible Pokémon.,Teaches Calm Mind to a compatible Pokémon. (Gen II: Rollout Gen I: Whirlwind),images/items/tm04.png,https://pokeapi.co/api/v2/item/308/
309,tm05,tm05,,50000,all-machines,None,Teaches Roar to a compatible Pokémon.,Teaches Roar to a compatible Pokémon. (Gen I: Mega Kick),images/items/tm05.png,https://pokeapi.co/api/v2/item/309/
310,tm06,tm06,,1000,all-machines,None,Teaches Toxic to a compatible Pokémon.,Teaches Toxic to a compatible Pokémon.,images/items/tm06.png,https://pokeapi.co/api/v2/item/310/
311,tm07,tm07,,1000,all-machines,None,Teaches Hail to a compatible Pokémon.,Teaches Hail to a compatible Pokémon. (Gen II: Zap Cannon Gen I: Horn Drill),images/items/tm07.png,https://pokeapi.co/api/v2/item/311/
312,tm08,tm08,,50000,all-machines,None,Teaches Bulk Up to a compatible Pokémon.,Teaches Bulk Up to a compatible Pokémon. (Gen II: Rock Smash Gen I: Body Slam),images/items/tm08.png,https://pokeapi.co/api/v2/item/312/
313,tm09,tm09,,50000,all-machines,None,Teaches Bullet Seed to a compatible Pokémon.,Teaches Venoshock to a compatible Pokémon. (Gen IV & III: Bullet Seed Gen II: Psych Up Gen I: Take Down),images/items/tm09.png,https://pokeapi.co/api/v2/item/313/
314,tm10,tm10,,1000,all-machines,None,Teaches Hidden Power to a compatible Pokémon.,Teaches Hidden Power to a compatible Pokémon. (Gen I: Double-Edge),images/items/tm10.png,https://pokeapi.co/api/v2/item/314/
315,tm11,tm11,,1000,all-machines,None,Teaches Sunny Day to a compatible Pokémon.,Teaches Sunny Day to a compatible Pokémon. (Gen I: BubbleBeam),images/items/tm11.png,https://pokeapi.co/api/v2/item/315/
316,tm12,tm12,,50000,all-machines,None,Teaches Taunt to a compatible Pokémon.,Teaches Taunt to a compatible Pokémon. (Gen II: Sweet Scent Gen I: Water Gun),images/items/tm12.png,https://pokeapi.co/api/v2/item/316/
317,tm13,tm13,,10000,all-machines,None,Teaches Ice Beam to a compatible Pokémon.,Teaches Ice Beam to a compatible Pokémon. (Gen II: Snore),images/items/tm13.png,https://pokeapi.co/api/v2/item/317/
318,tm14,tm14,,1000,all-machines,None,Teaches Blizzard to a compatible Pokémon.,Teaches Blizzard to a compatible Pokémon.,images/items/tm14.png,https://pokeapi.co/api/v2/item/318/
319,tm15,tm15,,1000,all-machines,None,Teaches Hyper Beam to a compatible Pokémon.,Teaches Hyper Beam to a compatible Pokémon.,images/items/tm15.png,https://pokeapi.co/api/v2/item/319/
320,tm16,tm16,,1000,all-machines,None,Teaches Light Screen to a compatible Pokémon.,Teaches Light Screen to a compatible Pokémon. (Gen II: Icy Wind Gen I: Pay Day),images/items/tm16.png,https://pokeapi.co/api/v2/item/320/
321,tm17,tm17,,10000,all-machines,None,Teaches Protect to a compatible Pokémon.,Teaches Protect to a compatible Pokémon. (Gen I: Submission),images/items/tm17.png,https://pokeapi.co/api/v2/item/321/
322,tm18,tm18,,10000,all-machines,None,Teaches Rain Dance to a compatible Pokémon.,Teaches Rain Dance to a compatible Pokémon. (Gen I: Counter),images/items/tm18.png,https://pokeapi.co/api/v2/item/322/
323,tm19,tm19,,10000,all-machines,None,Teaches Giga Drain to a compatible Pokémon.,Teaches Telekinesis to a compatible Pokémon. (Gen IV & III & II: Giga Drain Gen I: Seismic Toss),images/items/tm19.png,https://pokeapi.co/api/v2/item/323/
324,tm20,tm20,,100000,all-machines,None,Teaches Safeguard to a compatible Pokémon.,Teaches Safeguard to a compatible Pokémon. (Gen II: Endure Gen I: Rage),images/items/tm20.png,https://pokeapi.co/api/v2/item/324/
325,tm21,tm21,,1000,all-machines,None,Teaches Frustration to a compatible Pokémon.,Teaches Frustration to a compatible Pokémon. (Gen I: Mega Drain),images/items/tm21.png,https://pokeapi.co/api/v2/item/325/
326,tm22,tm22,,1000,all-machines,None,Teaches SolarBeam to a compatible Pokémon.,Teaches SolarBeam to a compatible Pokémon.,images/items/tm22.png,https://pokeapi.co/api/v2/item/326/
327,tm23,tm23,,10000,all-machines,None,Teaches Iron Tail to a compatible Pokémon.,Teaches Smack Down to a compatible Pokémon. (Gen IV & III & II: Iron Tail Gen I: Dragon Rage),images/items/tm23.png,https://pokeapi.co/api/v2/item/327/
328,tm24,tm24,,1000,all-machines,None,Teaches Thunderbolt to a compatible Pokémon.,Teaches Thunderbolt to a compatible Pokémon. (Gen II: DragonBreath),images/items/tm24.png,https://pokeapi.co/api/v2/item/328/
329,tm25,tm25,,10000,all-machines,None,Teaches Thunder to a compatible Pokémon.,Teaches Thunder to a compatible Pokémon.,images/items/tm25.png,https://pokeapi.co/api/v2/item/329/
330,tm26,tm26,,1000,all-machines,None,Teaches Earthquake to a compatible Pokémon.,Teaches Earthquake to a compatible Pokémon.,images/items/tm26.png,https://pokeapi.co/api/v2/item/330/
331,tm27,tm27,,1000,all-machines,None,Teaches Return to a compatible Pokémon.,Teaches Return to a compatible Pokémon. (Gen I: Fissure),images/items/tm27.png,https://pokeapi.co/api/v2/item/331/
332,tm28,tm28,,100000,all-machines,None,Teaches Dig to a compatible Pokémon.,Teaches Dig to a compatible Pokémon.,images/items/tm28.png,https://pokeapi.co/api/v2/item/332/
333,tm29,tm29,,1000,all-machines,None,Teaches Psychic to a compatible Pokémon.,Teaches Psychic to a compatible Pokémon.,images/items/tm29.png,https://pokeapi.co/api/v2/item/333/
334,tm30,tm30,,1000,all-machines,None,Teaches Shadow Ball to a compatible Pokémon.,Teaches Shadow Ball to a compatible Pokémon. (Gen I: Teleport),images/items/tm30.png,https://pokeapi.co/api/v2/item/334/
335,tm31,tm31,,1000,all-machines,None,Teaches Brick Break to a compatible Pokémon.,Teaches Brick Break to a compatible Pokémon. (Gen II: Mud-Slap Gen I: Mimic),images/items/tm31.png,https://pokeapi.co/api/v2/item/335/
336,tm32,tm32,,10000,all-machines,None,Teaches Double Team to a compatible Pokémon.,Teaches Double Team to a compatible Pokémon.,images/items/tm32.png,https://pokeapi.co/api/v2/item/336/
337,tm33,tm33,,10000,all-machines,None,Teaches Reflect to a compatible Pokémon.,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch),images/items/tm33.png,https://pokeapi.co/api/v2/item/337/
338,tm34,tm34,,10000,all-machines,None,Teaches Shock Wave to a compatible Pokémon.,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide),images/items/tm34.png,https://pokeapi.co/api/v2/item/338/
339,tm35,tm35,,10000,all-machines,None,Teaches Flamethrower to a compatible Pokémon.,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome),images/items/tm35.png,https://pokeapi.co/api/v2/item/339/
340,tm36,tm36,,1000,all-machines,None,Teaches Sludge Bomb to a compatible Pokémon.,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct),images/items/tm36.png,https://pokeapi.co/api/v2/item/340/
341,tm37,tm37,,1000,all-machines,None,Teaches Sandstorm to a compatible Pokémon.,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb),images/items/tm37.png,https://pokeapi.co/api/v2/item/341/
342,tm38,tm38,,1000,all-machines,None,Teaches Fire Blast to a compatible Pokémon.,Teaches Fire Blast to a compatible Pokémon.,images/items/tm38.png,https://pokeapi.co/api/v2/item/342/
343,tm39,tm39,,1000,all-machines,None,Teaches Rock Tomb to a compatible Pokémon.,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift),images/items/tm39.png,https://pokeapi.co/api/v2/item/343/
344,tm40,tm40,,1000,all-machines,None,Teaches Aerial Ace to a compatible Pokémon.,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash),images/items/tm40.png,https://pokeapi.co/api/v2/item/344/
345,tm41,tm41,,10000,all-machines,None,Teaches Torment to a compatible Pokémon.,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled),images/items/tm41.png,https://pokeapi.co/api/v2/item/345/
346,tm42,tm42,,1000,all-machines,None,Teaches Facade to a compatible Pokémon.,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater),images/items/tm42.png,https://pokeapi.co/api/v2/item/346/
347,tm43,tm43,,1000,all-machines,None,Teaches Secret Power to a compatible Pokémon.,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack),images/items/tm43.png,https://pokeapi.co/api/v2/item/347/
348,tm44,tm44,,100000,all-machines,None,Teaches Rest to a compatible Pokémon.,Teaches Rest to a compatible Pokémon.,images/items/tm44.png,https://pokeapi.co/api/v2/item/348/
349,tm45,tm45,,1000,all-machines,None,Teaches Attract to a compatible Pokémon.,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave),images/items/tm45.png,https://pokeapi.co/api/v2/item/349/
350,tm46,tm46,,30000,all-machines,None,Teaches Thief to a compatible Pokémon.,Teaches Thief to a compatible Pokémon. (Gen I: Psywave),images/items/tm46.png,https://pokeapi.co/api/v2/item/350/
351,tm47,tm47,,1000,all-machines,None,Teaches Steel Wing to a compatible Pokémon.,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion),images/items/tm47.png,https://pokeapi.co/api/v2/item/351/
352,tm48,tm48,,1000,all-machines,None,Teaches Skill Swap to a compatible Pokémon.,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide),images/items/tm48.png,https://pokeapi.co/api/v2/item/352/
353,tm49,tm49,,1000,all-machines,None,Teaches Snatch to a compatible Pokémon.,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack),images/items/tm49.png,https://pokeapi.co/api/v2/item/353/
354,tm50,tm50,,10000,all-machines,None,Teaches Overheat to a compatible Pokémon.,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute),images/items/tm50.png,https://pokeapi.co/api/v2/item/354/
355,tm51,tm51,,1000,all-machines,None,Teaches Roost to a compatible Pokémon.,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost),images/items/tm51.png,https://pokeapi.co/api/v2/item/355/
356,tm52,tm52,,100000,all-machines,None,Teaches Focus Blast to a compatible Pokémon.,Teaches Focus Blast to a compatible Pokémon.,images/items/tm52.png,https://pokeapi.co/api/v2/item/356/
357,tm53,tm53,,1000,all-machines,None,Teaches Energy Ball to a compatible Pokémon.,Teaches Energy Ball to a compatible Pokémon.,images/items/tm53.png,https://pokeapi.co/api/v2/item/357/
358,tm54,tm54,,1000,all-machines,None,Teaches False Swipe to a compatible Pokémon.,Teaches False Swipe to a compatible Pokémon.,images/items/tm54.png,https://pokeapi.co/api/v2/item/358/
359,tm55,tm55,,10000,all-machines,None,Teaches Brine to a compatible Pokémon.,Teaches Scald to a compatible Pokémon. (Gen IV: Brine),images/items/tm55.png,https://pokeapi.co/api/v2/item/359/
360,tm56,tm56,,1000,all-machines,None,Teaches Fling to a compatible Pokémon.,Teaches Fling to a compatible Pokémon.,images/items/tm56.png,https://pokeapi.co/api/v2/item/360/
361,tm57,tm57,,1000,all-machines,None,Teaches Charge Beam to a compatible Pokémon.,Teaches Charge Beam to a compatible Pokémon.,images/items/tm57.png,https://pokeapi.co/api/v2/item/361/
362,tm58,tm58,,1000,all-machines,None,Teaches Endure to a compatible Pokémon.,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure),images/items/tm58.png,https://pokeapi.co/api/v2/item/362/
363,tm59,tm59,,100000,all-machines,None,Teaches Dragon Pulse to a compatible Pokémon.,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse),images/items/tm59.png,https://pokeapi.co/api/v2/item/363/
364,tm60,tm60,,30000,all-machines,None,Teaches Drain Punch to a compatible Pokémon.,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch),images/items/tm60.png,https://pokeapi.co/api/v2/item/364/
365,tm61,tm61,,30000,all-machines,None,Teaches Will-O-Wisp to a compatible Pokémon.,Teaches Will-O-Wisp to a compatible Pokémon.,images/items/tm61.png,https://pokeapi.co/api/v2/item/365/
366,tm62,tm62,,30000,all-machines,None,Teaches Silver Wind to a compatible Pokémon.,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind),images/items/tm62.png,https://pokeapi.co/api/v2/item/366/
367,tm63,tm63,,50000,all-machines,None,Teaches Embargo to a compatible Pokémon.,Teaches Embargo to a compatible Pokémon.,images/items/tm63.png,https://pokeapi.co/api/v2/item/367/
368,tm64,tm64,,1000,all-machines,None,Teaches Explosion to a compatible Pokémon.,Teaches Explosion to a compatible Pokémon.,images/items/tm64.png,https://pokeapi.co/api/v2/item/368/
369,tm65,tm65,,1000,all-machines,None,Teaches Shadow Claw to a compatible Pokémon.,Teaches Shadow Claw to a compatible Pokémon.,images/items/tm65.png,https://pokeapi.co/api/v2/item/369/
370,tm66,tm66,,30000,all-machines,None,Teaches Payback to a compatible Pokémon.,Teaches Payback to a compatible Pokémon.,images/items/tm66.png,https://pokeapi.co/api/v2/item/370/
371,tm67,tm67,,30000,all-machines,None,Teaches Recycle to a compatible Pokémon.,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),images/items/tm67.png,https://pokeapi.co/api/v2/item/371/
372,tm68,tm68,,30000,all-machines,None,Teaches Giga Impact to a compatible Pokémon.,Teaches Giga Impact to a compatible Pokémon.,images/items/tm68.png,https://pokeapi.co/api/v2/item/372/
