id,name,description,champion_ids,image,sourceUrl
3486,Galaxies Stage 1 Challenger Squink,Earned by reaching Challenger tier in TFT Galaxies Stage 1,,images/emotes/galaxies_stage_1_challenger_squink.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/2/em_ranked_squink_challenger_inventory.png
3487,From Akali With Love!,,84,images/emotes/from_akali_with_love.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/akali/em_nurse_akali_inventory.png
3488,Pengu-versary,,,images/emotes/pengu_versary.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/flairs/em_tft_anniversary_1_inventory.png
3489,Carry Me!,,,images/emotes/carry_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_spiritwhisps_inventory.png
3490,Tee Hee!,,,images/emotes/tee_hee.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_prestigemushroom_inventory.png
3491,Hiya!,,17,images/emotes/hiya.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_mushroom_inventory.png
3492,Dreaming Of You,,876,images/emotes/dreaming_of_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_lillia_inventory.png
3493,Long Road Ahead,,157,images/emotes/long_road_ahead.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_yasuo_inventory.png
3494,Pranked!,,17,images/emotes/pranked.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_teemo_inventory.png
3495,Fated Pair,,203,images/emotes/fated_pair.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_kindred_inventory.png
3496,Follow...,,103,images/emotes/follow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emotes_sb_ahri_inventory.png
3497,You Are Worthy,,412,images/emotes/you_are_worthy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_thresh_inventory.png
3498,What A Pain,,67,images/emotes/what_a_pain.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_vayne_inventory.png
3499,Whaddya Mean?!,,92,images/emotes/whaddya_mean.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_riven_inventory.png
3500,My Champion,,69,images/emotes/my_champion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_cass_inventory.png
3501,The Right Words,,777,images/emotes/the_right_words.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/em_sb_yone_inventory.png
3502,Master's Challenge Season 6 (1),,,images/emotes/master_s_challenge_season_6_1.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/chinamasters/em_china_masters_6_2_inventory.png
3503,2020 - Split 3 - Iron,,777,images/emotes/2020_split_3_iron.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_iron_inventory.png
3504,2020 - Split 3 - Bronze,,777,images/emotes/2020_split_3_bronze.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_bronze_inventory.png
3505,2020 - Split 3 - Silver,,777,images/emotes/2020_split_3_silver.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_silver_inventory.png
3506,2020 - Split 3 - Gold,,777,images/emotes/2020_split_3_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_gold_inventory.png
3507,2020 - Split 3 - Platinum,,777,images/emotes/2020_split_3_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_plat_inventory.png
3508,2020 - Split 3 - Diamond,,777,images/emotes/2020_split_3_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_diamond_inventory.png
3509,2020 - Split 3 - Master,,777,images/emotes/2020_split_3_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_master_inventory.png
3510,2020 - Split 3 - Grand Master,,777,images/emotes/2020_split_3_grand_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_grandmaster_inventory.png
3511,2020 - Split 3 - Challenger,,777,images/emotes/2020_split_3_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/split3/em_rankedemote_yone_challenger_inventory.png
3512,Powering Up!,,37,images/emotes/powering_up.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/psyops/em_psyops_3_inventory.png
3513,I Will Crush You!,,10,images/emotes/i_will_crush_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/psyops/em_psyops_2_inventory.png
3514,Wait Until You See My Tricks!,,81,images/emotes/wait_until_you_see_my_tricks.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/psyops/em_psyops_1_inventory.png
3515,Style: Rank S,,360,images/emotes/style_rank_s.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/flairs/em_style_rank_s_inventory.png
3516,You're Already Dead,This emote was earned from the TFT Fates Pass.,,images/emotes/you_re_already_dead.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_spiritblossom_pengu_inventory.png
3517,Hooray,This emote was earned from the TFT Fates Pass.,,images/emotes/hooray.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_spiritblossom_melisma_inventory.png
3518,Pwease?,This emote was earned from the TFT Fates Pass.,,images/emotes/pwease.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/spiritblossom/emote_spiritblossom_hushtail_inventory.png
3519,Sorry Not Sorry!,,145,images/emotes/sorry_not_sorry.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/worlds2020/em_kda_kaisa_inventory.png
3520,Eww,,875,images/emotes/eww.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/worlds2020/em_worlds2020_2_inventory.png
3521,Hmm,,15,images/emotes/hmm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/worlds2020/em_worlds_2020_3_inventory.png
3522,TFT Galaxies Stage 2 Gold,Awarded for achieving Gold in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_gold_inventory.png
3523,TFT Galaxies Stage 2 Platinum,Awarded for achieving Platinum in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_plat_inventory.png
3524,TFT Galaxies Stage 2 Diamond,Awarded for achieving Diamond in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_diamond_inventory.png
3525,TFT Galaxies Stage 2 Master,Awarded for achieving Master in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_master_inventory.png
3526,TFT Galaxies Stage 2 Grandmaster,Awarded for achieving Grand-Master in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_gm_inventory.png
3527,TFT Galaxies Stage 2 Challenger,Awarded for achieving Challenger in TFT Galaxies Stage 2.,,images/emotes/tft_galaxies_stage_2_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2020/tft/3/em_victorious_hauntling_challenger_inventory.png
3528,Team Liquid,,,images/emotes/team_liquid.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_tl_01_inventory.png
3529,TSM,,,images/emotes/tsm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_tsm_01_inventory.png
3530,FlyQuest,,,images/emotes/flyquest.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_fly_01_inventory.png
3531,G2 Esports,,,images/emotes/g2_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_g2_01_inventory.png
3532,Fnatic,,,images/emotes/fnatic.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_fnc_01_inventory.png
3533,MAD Lions,,,images/emotes/mad_lions.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_mad_01_inventory.png
3534,Rogue,,,images/emotes/rogue.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_rng_01_inventory.png
3535,T1,,,images/emotes/t1.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_t1_01_inventory.png
3536,Gen.G,,,images/emotes/gen_g.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_gen_01_inventory.png
3537,DRX,,,images/emotes/drx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_drx_01_inventory.png
3538,DAMWON Gaming,,,images/emotes/damwon_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_dwg_01_inventory.png
3539,kt Rolster,,,images/emotes/kt_rolster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_kt_01_inventory.png
3540,Afreeca Freecs,,,images/emotes/afreeca_freecs.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_af_01_inventory.png
3541,JD Gaming,,,images/emotes/jd_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_jdg_01_inventory.png
3542,Top Esports,,,images/emotes/top_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_tes_01_inventory.png
3543,Suning,,,images/emotes/suning.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_sn_01_inventory.png
3544,LGD Gaming,,,images/emotes/lgd_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_lgd_01_inventory.png
3545,5 Ronin,,,images/emotes/5_ronin.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_5r_01_inventory.png
3546,Papara SuperMassive,,,images/emotes/papara_supermassive.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_sup_01_inventory.png
3547,Unicorns Of Love,,,images/emotes/unicorns_of_love.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_uol_01_inventory.png
3548,Rainbow7,,,images/emotes/rainbow7.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_r7_01_inventory.png
3549,paiN Gaming,,,images/emotes/pain_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_pain_01_inventory.png
3550,INTZ,,,images/emotes/intz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_intz_01_inventory.png
3551,Legacy Esports,,,images/emotes/legacy_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_lgc_01_inventory.png
3552,V3 Esports,,,images/emotes/v3_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_v3_01_inventory.png
3553,Sengoku Gaming,,,images/emotes/sengoku_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_sg_01_inventory.png
3554,DetonatioN FocusMe,,,images/emotes/detonation_focusme.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_dfm_01_inventory.png
3555,Machi Esports,,,images/emotes/machi_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_mcx_01_inventory.png
3556,PSG Talon Esports,,,images/emotes/psg_talon_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_psg_01_inventory.png
3557,Worlds 2020,,,images/emotes/worlds_2020.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_01_inventory.png
3558,EVOS Esports Icon,,,images/emotes/evos_esports_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2020/em_worlds2020_evs_01_inventory.png
