champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Nunu & Willump,20,E,Snowball Barrage,"Nunu throws multiple snowballs that damage enemies.  When he's finished, Willump roots any champions or large monsters that were hit by a snowball.","Nunu throws three snowballs, dealing {{ totalsnowballdamage }} magic damage per snowball and Slowing enemies hit by all three by {{ slowamount*-100 }}% for {{ slowduration }} second. Nunu can Recast this up to twice more. After {{ totalspellduration }} seconds, Nunu Roots all nearby enemies that had been Slowed by the snowballs for {{ rootduration }} seconds and deals an additional {{ totalrootdamage }} magic damage .{{ spellmodifierdescriptionappend }}",14/13/12/11/10,50/55/60/65/70,625,{{ cost }} {{ abilityresourcename }},champions/Nunu/images/abilities/snowball_barrage.png,champions/Nunu/images/abilities/snowball_barrage.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nunu/hud/icons2d/nunue.png
Nunu & Willump,20,R,Absolute Zero,Nunu & Willump create a powerful blizzard in an area that slows enemies and deals massive damage at the end.,"Nunu and Willump channel a powerful blizzard for up to {{ channelduration }} seconds. Enemies inside are Slowed by {{ slowstartamount*-100 }}%, increasing to {{ maxslowamount*-100 }}% over the duration. Nunu and Willump also gain {{ totalshieldamount }} Shield for the duration before decaying over {{ shielddecayduration }} seconds afterwards. When the blizzard ends, it detonates, dealing up to {{ maximumdamage }} magic damage based on channel time. Nunu and Willump can Recast to end the blizzard early.{{ spellmodifierdescriptionappend }}",110/100/90,100,650,{{ cost }} {{ abilityresourcename }},champions/Nunu/images/abilities/absolute_zero.png,champions/Nunu/images/abilities/absolute_zero.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nunu/hud/icons2d/nunu_r.png
Gwen,887,P,A Thousand Cuts,Gwen's attacks deal bonus magic damage based on the targets health. She heals for a portion of the damage dealt to champions by this effect.,,,,,,champions/Gwen/images/abilities/a_thousand_cuts.png,champions/Gwen/images/abilities/a_thousand_cuts.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gwen/hud/icons2d/gwen_passive.png
Gwen,887,Q,Snip Snip!,Gwen snips her scissors in a cone up to 6 times dealing magic damage. Gwen deals true damage to units in the center and applies her passive to them on each snip.,"Passive : Gwen gains 1 stack when she hits an enemy with an attack (max 4, lasts {{ buffduration }} seconds). Active : Consumes stacks. Gwen snips once for {{ miniswipedamage }} magic damage , snips again for each ammo consumed, and then snips a final time for {{ finalswipedamage }} magic damage . The center of each strikes converts {{ truedamageconversion*100 }}% of the damage into true damage instead and applies A Thousand Cuts to enemies hit. Deals {{ minionmod*100 }}% damage to minions. Minions below {{ executethreshold*100 }}% health take {{ executebonus }}% bonus damage instead of reduced damage. {{ spellmodifierdescriptionappend }}",6.5/5.75/5/4.25/3.5,40,450,{{ cost }} {{ abilityresourcename }},champions/Gwen/images/abilities/snip_snip.png,champions/Gwen/images/abilities/snip_snip.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gwen/hud/icons2d/gwen_q.png
Gwen,887,W,Hallowed Mist,Gwen summons mist that protects her from enemies outside of it. She can only be targeted by enemies who enter the mist.,"Gwen summons the Hallowed Mist, making her Untargetable to all enemies (except towers) outside the zone for {{ zoneduration }} seconds or until she leaves it. While in the Mist, Gwen gains {{ totalresists }} Armor and Magic Resist . Gwen can Recast this Ability once to call the Mist to her. This will automatically Recast the first time Gwen attempts to leave the zone.{{ spellmodifierdescriptionappend }}",22/21/20/19/18,60,0,{{ cost }} {{ abilityresourcename }},champions/Gwen/images/abilities/hallowed_mist.png,champions/Gwen/images/abilities/hallowed_mist.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gwen/hud/icons2d/gwen_w.png
Gwen,887,E,Skip 'n Slash,"Gwen dashes a short distance then gains Attack Speed, attack range, and magic damage On-Hit for a few seconds. If she hits an enemy during that time, this Ability's cooldown is partially refunded.","Gwen dashes and empowers her Attacks for {{ buffduration }} seconds. Empowered Attacks gain {{ bonusattackspeed }} Attack Speed , {{ onhitdamage }} magic damage %i:OnHit% On-Hit , {{ bonusattackrange }} range, and the first one to hit an enemy refunds {{ cdrefund*100 }}% of this Ability's Cooldown.{{ spellmodifierdescriptionappend }}",13/12.5/12/11.5/11,35,400,{{ cost }} {{ abilityresourcename }},champions/Gwen/images/abilities/skip_n_slash.png,champions/Gwen/images/abilities/skip_n_slash.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gwen/hud/icons2d/gwen_e.png
Gwen,887,R,Needlework,"Gwen hurls a needle that slows enemies hit, deals magic damage, and applies A Thousand Cuts to champions hit. This ability can be cast up to two more times, with each cast throwing additional needles and dealing more damage.","First Cast: Hurl a needle that deals {{ totaldamage }} magic damage , Slows by {{ initialslow*-100 }}% for {{ debuffduration }} seconds, and applies A Thousand Cuts to all enemies hit. Gwen can Recast this ability up to 2 additional times within 6 seconds ({{ lockouttime }}s cooldown between casts). Second Cast: Fire three needles to deal {{ totaldamage3 }} magic damage Third Cast: Fire five needles to deal {{ totaldamage5 }} magic damage {{ spellmodifierdescriptionappend }}",120/100/80,100,1200,{{ cost }} {{ abilityresourcename }},champions/Gwen/images/abilities/needlework.png,champions/Gwen/images/abilities/needlework.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gwen/hud/icons2d/gwen_r.png
Kassadin,38,P,Void Stone,Kassadin takes reduced magic damage and ignores unit collision.,,,,,,champions/Kassadin/images/abilities/void_stone.png,champions/Kassadin/images/abilities/void_stone.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kassadin/hud/icons2d/kassadin_passive.png
Kassadin,38,Q,Null Sphere,"Kassadin fires an orb of void energy at a target, dealing damage and interrupting channels. The excess energy forms around himself, granting a temporary shield that absorbs magic damage.","Kassadin fires an orb of void energy, dealing {{ totaldamage }} magic damage and interrupting channels. Kassadin also gains {{ totalshield }} Magic Shield for 1.5 seconds.{{ spellmodifierdescriptionappend }}",10/9.5/9/8.5/8,60/65/70/75/80,650,{{ cost }} {{ abilityresourcename }},champions/Kassadin/images/abilities/null_sphere.png,champions/Kassadin/images/abilities/null_sphere.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kassadin/hud/icons2d/kassadin_q.png
Kassadin,38,W,Nether Blade,Passive: Kassadin's basic attacks deal bonus magic damage. Active: Kassadin's next basic attack deals significant bonus magic damage and restores Mana.,"Passive: Kassadin's Attacks deal an additional {{ onhitdamage }} magic damage . Active: Kassadin charges his blade, causing his next Attack to deal {{ activedamage }} magic damage and restore {{ missingmanaratio }}% missing Mana , increased to {{ championmissingmanaratio }}% against champions.{{ spellmodifierdescriptionappend }}",7,1,1,{{ cost }} {{ abilityresourcename }},champions/Kassadin/images/abilities/nether_blade.png,champions/Kassadin/images/abilities/nether_blade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kassadin/hud/icons2d/kassadin_w.png
Kassadin,38,E,Force Pulse,"Kassadin draws energy from spells cast in his vicinity. Upon charging up, Kassadin can use Force Pulse to damage and slow enemies in a cone in front of him.","Passive: Force Pulse's Cooldown is reduced by {{ reductionperspellcast }} second whenever any Ability is used near Kassadin. Active: Kassadin unleashes a void pulse, dealing {{ totaldamage }} magic damage and Slowing by {{ e2 }}% for {{ e3 }} second.{{ spellmodifierdescriptionappend }}",21/20/19/18/17,60/65/70/75/80,400,{{ cost }} {{ abilityresourcename }},champions/Kassadin/images/abilities/force_pulse.png,champions/Kassadin/images/abilities/force_pulse.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kassadin/hud/icons2d/kassadin_e.png
Kassadin,38,R,Riftwalk,Kassadin teleports to a nearby location dealing damage to nearby enemy units. Multiple Riftwalks in a short period of time cost additional Mana but also deal additional damage.,"Kassadin teleports to a nearby location, dealing {{ basedamage }} magic damage . Each subsequent use of this Ability within the next {{ rstackduration }} seconds doubles the Mana cost and deals an additional {{ bonusdamage }} magic damage . The cost and damage increases can stack up to {{ maxstacks }} times.{{ spellmodifierdescriptionappend }}",5/3.5/2,40,500,{{ cost }} {{ abilityresourcename }},champions/Kassadin/images/abilities/riftwalk.png,champions/Kassadin/images/abilities/riftwalk.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/kassadin/hud/icons2d/kassadin_r.png
Qiyana,246,P,Royal Privilege,Qiyana's first basic attack or ability against each enemy deals bonus damage.,,,,,,champions/Qiyana/images/abilities/royal_privilege.png,champions/Qiyana/images/abilities/royal_privilege.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/qiyana/hud/icons2d/qiyana_passive.png
Qiyana,246,Q,Elemental Wrath / Edge of Ixtal,"Qiyana swings her weapon, dealing damage with a bonus effect based on her element.","If Qiyana does not have an Enchantment , she slashes, dealing {{ vanilladamage }} physical damage to enemies in a small area. If she does, this Ability gains extra range and an additional effect based on the type of Enchantment : Ice Enchantment : Briefly Roots , then Slows by {{ slowpotency*-100 }}% for {{ slowduration }} second. Rock Enchantment : Deals an additional {{ tremordamage }} physical damage to units below {{ critthreshold*100 }}% Health. Wild Enchantment : Leaves a trail that turns Qiyana Invisible and grants {{ haste*100 }}% Move Speed . {{ spellmodifierdescriptionappend }}",7,35,525,{{ cost }} {{ abilityresourcename }},champions/Qiyana/images/abilities/elemental_wrath_edge_of_ixtal.png,champions/Qiyana/images/abilities/elemental_wrath_edge_of_ixtal.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/qiyana/hud/icons2d/qiyana_q2_red.png
Qiyana,246,W,Terrashape,Qiyana dashes to a location and enchants her weapon with an element. Her attacks and abilities deal bonus damage while her weapon is enchanted.,"Passive: While Qiyana's weapon is Enchanted , she gains {{ attackspeed*100 }}% Attack Speed and her Attacks deal an additional {{ onhitdamage }} magic damage . She also gains {{ passivems*100 }}% Move Speed while out of combat near the corresponding terrain type. Active: Qiyana dashes towards a nearby brush, terrain, or river and Enchants her weapon with that particular terrain type. This refreshes Elemental Wrath / Edge of Ixtal 's Cooldown.{{ spellmodifierdescriptionappend }}",7,25/30/35/40/45,1100,{{ cost }} {{ abilityresourcename }},champions/Qiyana/images/abilities/terrashape.png,champions/Qiyana/images/abilities/terrashape.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/qiyana/hud/icons2d/qiyana_w.png
Qiyana,246,E,Audacity,"Qiyana dashes to an enemy, damaging them.",Qiyana dashes through an enemy and deals {{ damage }} physical damage to them.{{ spellmodifierdescriptionappend }},11/10/9/8/7,40/45/50/55/60,650,{{ cost }} {{ abilityresourcename }},champions/Qiyana/images/abilities/audacity.png,champions/Qiyana/images/abilities/audacity.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/qiyana/hud/icons2d/qiyana_e.png
Qiyana,246,R,Supreme Display of Talent,"Qiyana sends out a shockwave that detonates whatever elements she hits with it, stunning and damaging nearby enemies.","Qiyana launches a shockwave that Knocks Back enemies and detonates when it hits terrain. The explosion follows the entire edge of the terrain, Stunning for between 0.5 and {{ stunduration }} seconds and dealing {{ damage }} plus {{ missinghealthdamagerock }} max Health physical damage . Stun duration scales down with distance the shockwave has travelled. Any river or brush the shockwave passes through also explode after a delay for the same damage and Stun .{{ spellmodifierdescriptionappend }}",120,100,950,{{ cost }} {{ abilityresourcename }},champions/Qiyana/images/abilities/supreme_display_of_talent.png,champions/Qiyana/images/abilities/supreme_display_of_talent.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/qiyana/hud/icons2d/qiyana_r.png
